s0,C_MD,C_M,C_mu,C_c,MK,MKi,MKad,MD,FA,ad,rd,uFA,x,y,z,voxel_nerve,voxel_type,analysisID,experiment,Histology
26.8832015278875,0.216198746722455,0.0417921813376116,0.0405017108619641,1.03186212256676,0.835594866387783,0.827500897013363,0.0080939693744203,0.745129416304693,0.204431360944479,0.918589740547652,0.658399254183214,0.201250368600815,69,68,0,Chiasm,Experimental,IQ1,Ischemia,Injured
11.4652796201165,0.324578426891658,0.235137945999255,0.353881675712354,0.664453579083825,1.76716394386161,1.4416703869759,0.325493556885708,0.474774476410388,0.484910245302422,0.76390813620716,0.330207646512002,0.594879547229818,70,65,0,Chiasm,Experimental,IQ1,Ischemia,Injured
13.8483187344027,0.242583844047496,0.556133816302839,0.878970981257261,0.632710098696726,2.49616503841355,0.960834445401143,1.5353305930124,0.226741580929131,0.74574380071365,0.469321186877622,0.105451777954886,0.93753452270157,70,66,0,Chiasm,Experimental,IQ1,Ischemia,Injured
23.7126827692354,0.27966033264623,0.0850963352883042,0.248846768448468,0.341962790269973,1.42386406265614,1.16470192599661,0.259162136659534,0.399279406239727,0.291712761613722,0.502524791790941,0.34765671346412,0.49884543542912,70,67,0,Chiasm,Experimental,IQ1,Ischemia,Injured
17.4796095238042,0.220166823311746,0.0275763921224961,0.0267076311930172,1.03252856545758,0.852397309970944,0.846976622282485,0.0054206876884588,1.01061985576491,0.166061410696454,1.16008201538092,0.935888775956913,0.163424695786828,70,68,0,Chiasm,Experimental,IQ1,Ischemia,Injured
13.3100871849025,0.310218614723857,0.379520218595263,0.450025150377812,0.843331129997163,1.6883867366567,1.34920405803499,0.339182678621713,0.425685484517576,0.616052123277944,0.774238207270233,0.251409123141248,0.670839138972833,71,65,0,Chiasm,Experimental,IQ1,Ischemia,Injured
17.2243988085579,0.291354338667673,0.424604522107969,0.709067487245384,0.598821028668923,2.27772419202688,1.23342745704488,1.044296734982,0.295247533877968,0.651616852228339,0.554215951388327,0.165763325122788,0.842061450991187,71,66,0,Chiasm,Experimental,IQ1,Ischemia,Injured
21.9745764482924,0.289044304705118,0.0897841869046866,0.220944534994783,0.406365275822761,1.43483496774642,1.21967222409786,0.21516274364856,0.391731231922749,0.299640095622543,0.491066969945942,0.342063362911152,0.470047375266348,71,67,0,Chiasm,Experimental,IQ1,Ischemia,Injured
15.0161825373348,0.352966020513319,0.336345702638066,0.356285001927864,0.944035535647289,1.86743241988878,1.63654165795129,0.230890761937486,0.417755776923649,0.579953190040426,0.727867931569355,0.262699699600796,0.596896139984054,72,65,0,Chiasm,Experimental,IQ1,Ischemia,Injured
19.0846797235424,0.185135725031694,0.708861300720206,0.972689298317217,0.728764366942823,2.3228544369462,0.681594704979162,1.64125973196704,0.232690412989862,0.84193901247074,0.535503182903695,0.0812840280329463,0.986250119552448,72,66,0,Chiasm,Experimental,IQ1,Ischemia,Injured
23.8279599644484,0.258766125512028,0.102911419815068,0.223997532056244,0.459431043147512,1.24310780806396,1.04730558499142,0.195802223072535,0.490794626002582,0.320798098209869,0.665878381193513,0.403252748407116,0.473283775399331,72,67,0,Chiasm,Experimental,IQ1,Ischemia,Injured
16.108024326732,0.130443131227713,0.484571386182136,0.837428676144895,0.578641978697053,1.62159136444976,0.450033123463966,1.17155824098579,0.243904019145349,0.696111619054111,0.481924149424189,0.124893954005929,0.915111291671617,73,65,0,Chiasm,Experimental,IQ1,Ischemia,Injured
26.3835276654543,0.222335879435187,0.370689999925508,0.616422120960376,0.601357393449766,1.54033411561859,0.857706586515934,0.682627529102657,0.370341795875161,0.608843165294239,0.667165863036023,0.221929762294731,0.785125544712676,73,66,0,Chiasm,Experimental,IQ1,Ischemia,Injured
19.2527434497593,0.318883807009081,0.170018249878971,0.279265590684938,0.608804863721226,1.65418035421307,1.40453483689235,0.24964551732072,0.483617492987162,0.412332693196855,0.720604010303241,0.365124234329123,0.528455855001095,73,67,0,Chiasm,Experimental,IQ1,Ischemia,Injured
16.2181196511873,0.210163966490919,0.193666330043648,0.31346996690834,0.617814624966214,1.0217398603227,0.798256692179018,0.223483168143679,0.420640353947352,0.440075368594571,0.644144454188392,0.308888303826832,0.559883886987597,74,63,0,Chiasm,Experimental,IQ1,Ischemia,Injured
15.9613446887866,0.235482136107532,0.245435323612473,0.580660240120469,0.422683191743166,1.68065996468293,0.924041728372173,0.756618236310752,0.329998952198437,0.495414294921405,0.52732014837983,0.231338354107741,0.762010656172517,74,64,0,Chiasm,Experimental,IQ1,Ischemia,Injured
19.5822546014002,0.332866730368476,0.275376564755377,0.433272544392758,0.635573539840434,1.95760745628752,1.49685263284348,0.460754823444032,0.346945923695485,0.524763341664961,0.57764860585453,0.231594582615962,0.658234414470071,74,65,0,Chiasm,Experimental,IQ1,Ischemia,Injured
23.3932804223888,0.14732172698639,0.617474699106737,0.885705959724002,0.697155407308256,1.70785165101401,0.518325838650888,1.18952581236312,0.281517842716422,0.785795583537307,0.613824353465069,0.115364587342099,0.941119524674737,74,66,0,Chiasm,Experimental,IQ1,Ischemia,Injured
19.9764555209701,0.298661131526253,0.434528858240298,0.615471573349358,0.706009630754542,1.97869451642539,1.27753278030718,0.701161736118211,0.295284674177356,0.659188029503189,0.551581666723694,0.167136177904186,0.784519963639778,74,67,0,Chiasm,Experimental,IQ1,Ischemia,Injured
20.8354207064047,0.233818434111746,0.222071285685662,0.360183936943414,0.616549665068907,1.20191639946241,0.915520985579994,0.286395413882417,0.421948047922695,0.471244401224739,0.668850251638441,0.298496946064821,0.600153261212013,75,63,0,Chiasm,Experimental,IQ1,Ischemia,Injured
17.2984878686531,0.20638345889643,0.357615885064141,0.681052343572629,0.52509309811369,1.66197301976793,0.780163145072968,0.881809874694963,0.301220727406498,0.598009937262034,0.537860077413645,0.182901052402925,0.825258955463453,75,64,0,Chiasm,Experimental,IQ1,Ischemia,Injured
21.0863644390853,0.0326752260744158,0.494281484357133,0.940478454605066,0.525563857350349,1.59673930183111,0.101336883811464,1.49540241801965,0.255379430142479,0.703051551706653,0.504791696378613,0.130673297024411,0.969782684215936,75,65,0,Chiasm,Experimental,IQ1,Ischemia,Injured
25.5498397210069,0.182330538370731,0.543462117148694,0.773618168104604,0.702493994524712,1.55020003174519,0.668964221829037,0.881235809916148,0.33644720097703,0.737198831488964,0.691625507897148,0.158858047516971,0.879555665154062,75,66,0,Chiasm,Experimental,IQ1,Ischemia,Injured
28.8935699132648,0.257705108018462,0.281366837374167,0.50503327400063,0.557125345712994,1.58502687586569,1.04152046903027,0.543506406835423,0.4052417881877,0.530440229784814,0.677119304065533,0.269303030248783,0.710656931297114,75,67,0,Chiasm,Experimental,IQ1,Ischemia,Injured
20.9373077693213,0.0739066407953887,0.329565479767453,0.677810503547631,0.486220673835123,0.969749101084658,0.239414223396001,0.730334877688656,0.27562821620918,0.574077938756971,0.474135540428901,0.176374554099319,0.823292477524015,76,62,0,Chiasm,Experimental,IQ1,Ischemia,Injured
23.0493801093879,0.177791531408904,0.22116882016228,0.53869882257511,0.410561172391356,1.25904736881222,0.648709682035604,0.610337686776616,0.373630837389615,0.470285891944762,0.585659644991774,0.267616433588536,0.733961049767023,76,63,0,Chiasm,Experimental,IQ1,Ischemia,Injured
18.8245536268213,0.0085187156142338,0.429200524499136,0.923188323984258,0.464911127392524,1.48189293331763,0.0257757228958021,1.45611721042182,0.252224365353686,0.655133974465633,0.477081645756212,0.139795725152423,0.960826895951741,76,64,0,Chiasm,Experimental,IQ1,Ischemia,Injured
22.8477602942968,0.224309926405638,0.509801688082478,0.767415035052013,0.664310268625275,1.87026709278037,0.867524030697878,1.00274306208249,0.308136893592035,0.714003983239924,0.620387960537227,0.152011360119439,0.876022279997497,76,65,0,Chiasm,Experimental,IQ1,Ischemia,Injured
22.5148264857466,0.018694797475831,0.58896796244599,1.03984998003112,0.566397051263458,2.04480110975425,0.0571528534478666,1.98764825630638,0.24291354189607,0.767442481522876,0.518430390289889,0.10515511769916,1.01973034672462,76,66,0,Chiasm,Experimental,IQ1,Ischemia,Injured
32.5078820576431,0.063584636436589,0.431831107330298,0.642884780842231,0.671708399698875,0.679764007558399,0.203706513938299,0.476057493620101,0.361379156677431,0.657138575439227,0.683618144180494,0.2002596629259,0.801800960863874,76,67,0,Chiasm,Experimental,IQ1,Ischemia,Injured
21.8847191362634,0.150146621088509,0.235843019413675,0.626863994123681,0.376226775862872,1.3198917472494,0.530020677028382,0.789871070221022,0.30086027588583,0.48563671547122,0.459149864920878,0.221715481368307,0.791747430765444,77,62,0,Chiasm,Experimental,IQ1,Ischemia,Injured
25.3949902472031,0.269911181367385,0.141594856493562,0.314932748141346,0.449603470357464,1.42080350100361,1.10908909085706,0.311714410146548,0.50963632409668,0.376290920025401,0.738075861464713,0.395416555412663,0.56118869210039,77,63,0,Chiasm,Experimental,IQ1,Ischemia,Injured
29.0031561265728,0.0122399687281879,0.293332793002009,0.656871588984244,0.446560329174239,0.691954023334471,0.0371749261177173,0.654779097216754,0.425173811389322,0.541602061482422,0.714596508824335,0.280462462671816,0.810476149546823,77,64,0,Chiasm,Experimental,IQ1,Ischemia,Injured
27.0165239791824,0.0141800028673794,0.402543498633489,0.82425401269373,0.488373113669103,1.08777273130738,0.0431519027062455,1.04462082860113,0.332710722907653,0.63446315782202,0.616918396753724,0.190606885984619,0.907884360859757,77,65,0,Chiasm,Experimental,IQ1,Ischemia,Injured
34.070523804797,0.0435053463346378,0.386261546298669,0.682846625751646,0.565663696256081,0.768653019730273,0.136452450103893,0.63220056962638,0.408660594252006,0.621499433868342,0.747678928687055,0.239151427034481,0.826345342911574,77,66,0,Chiasm,Experimental,IQ1,Ischemia,Injured
44.7626883980855,0.156185944784394,0.071739390068545,0.131291639568787,0.546412477627403,0.631425979880507,0.555285647894854,0.0761403319856529,0.8568317536713,0.26784209913407,1.12626243789737,0.722116411558264,0.362341882162119,77,67,0,Chiasm,Experimental,IQ1,Ischemia,Injured
30.530793897757,0.178058528215414,0.154409500243006,0.339435998081895,0.454900190656126,0.939193508941592,0.649894917075361,0.289298591866231,0.744143663779606,0.392949742642753,1.09082869400688,0.570801148665968,0.582611361099228,78,64,0,Chiasm,Experimental,IQ1,Ischemia,Injured
41.0447843904639,0.144462732977173,0.127635949762214,0.347645636834034,0.367143827618775,0.818111870469524,0.506568463627144,0.311543406842381,0.733257621793876,0.357261738452656,1.041214949695,0.579278957843314,0.589614820738111,78,65,0,Chiasm,Experimental,IQ1,Ischemia,Injured
41.8607343836424,0.16879479594265,0.0622878688695258,0.15488484969259,0.40215598228718,0.723462898565314,0.609217056577776,0.114245841987538,0.992467909149423,0.249575377129888,1.25690460324532,0.860249562101474,0.393554125493038,78,66,0,Chiasm,Experimental,IQ1,Ischemia,Injured
20.633809210772,0.229490088504205,0.0566440494815274,0.164507997353312,0.34432398663193,1.03827612250466,0.893525515039884,0.144750607464775,0.83116586717921,0.238000103952766,1.00072636261388,0.746385619461875,0.405595854704301,79,65,0,Chiasm,Experimental,IQ1,Ischemia,Injured
21.3373495811701,0.1613955964537,0.700106689544086,0.81013832948423,0.864181663876841,1.20750527229792,0.577372104550805,0.63013316774711,0.371414521186891,0.836723783302522,0.862619334824565,0.125812114368055,0.900076846432697,63,69,1,Left,Intact,IQ1,Ischemia,Intact
20.6309056118202,0.215911457707858,0.563421148387062,0.669713918916506,0.841286305201169,1.33867208241337,0.826098505699418,0.51257357671395,0.429164244624248,0.750613847718694,0.899382046624578,0.194055343624083,0.818360506694028,63,70,1,Left,Intact,IQ1,Ischemia,Intact
15.7098943804349,0.302442940290881,0.302041065051303,0.330709381180996,0.913312661324225,1.48471561448064,1.30072344368645,0.183992170794183,0.512086960117092,0.549582628047233,0.875427332754675,0.3304167737983,0.575073370258958,63,71,1,Left,Intact,IQ1,Ischemia,Intact
26.301314120214,0.211987576210314,0.484071119964704,0.581472961179208,0.832491194402271,1.19928837974883,0.807046576210675,0.392241803538159,0.494148232075942,0.695752197240299,0.976513212560415,0.252965741833706,0.76254374378078,64,68,1,Left,Intact,IQ1,Ischemia,Intact
21.9033567540012,0.19015518776468,0.674257561403777,0.769329073594915,0.876422826779588,1.28471918773145,0.704413431654207,0.580305756077247,0.398977705905223,0.821131878204577,0.908787201829134,0.144072957943267,0.877114059626748,64,69,1,Left,Intact,IQ1,Ischemia,Intact
21.5435994511569,0.170073561976026,0.655485966446074,0.7756987554485,0.845026451108691,1.23189023445194,0.61477820509357,0.617112029358373,0.390903367630593,0.809620878217746,0.877743593933158,0.14748325447931,0.880737620093805,64,70,1,Left,Intact,IQ1,Ischemia,Intact
19.6620920703333,0.186161652117229,0.457666859123145,0.47120223734084,0.971274800616228,0.834677448912489,0.686235734411636,0.148441714500854,0.491528584116533,0.676510797491914,0.951136383695101,0.261724684327248,0.686441721736696,64,71,1,Left,Intact,IQ1,Ischemia,Intact
27.4041199158295,0.183109893145968,0.46665720098138,0.645764633795957,0.722642858649999,1.24103422032679,0.672464600597818,0.56856961972897,0.487837450788843,0.683123122856619,0.951333153635449,0.256089599365541,0.803594819418317,65,67,1,Left,Intact,IQ1,Ischemia,Intact
22.2927302465795,0.200720305237314,0.622848970255945,0.746529006562889,0.834326549645564,1.38880064988683,0.753379473615588,0.635421176271238,0.381346170037932,0.789207811831551,0.835786770059944,0.154125870026925,0.864019100809056,65,68,1,Left,Intact,IQ1,Ischemia,Intact
21.782276552395,0.191587730186118,0.615196667791758,0.752591293369554,0.817437928410461,1.37131143464105,0.710977816666091,0.66033361797496,0.406406343276673,0.784344737849218,0.885361213772318,0.166928908028851,0.867520197672397,65,69,1,Left,Intact,IQ1,Ischemia,Intact
21.5901796914802,0.138769021319195,0.676658055410394,0.79030177267046,0.856202122796639,1.04877793887693,0.483386076747108,0.565391862129818,0.37508542390882,0.822592277747849,0.855781598571278,0.134737336577591,0.888989185913113,65,70,1,Left,Intact,IQ1,Ischemia,Intact
22.8930996490129,0.189781532258948,0.123613609710312,0.144129921323715,0.857654042790158,0.752372767769752,0.702705035055815,0.049667732713937,0.850646538379498,0.351587271826372,1.2061446424498,0.672897486344347,0.379644467000001,65,71,1,Left,Intact,IQ1,Ischemia,Intact
15.3676589408974,0.0865424022365852,0.688238518576572,0.978058082233249,0.703678576025958,1.72852570043757,0.284224694551174,1.4443010058864,0.307644817018372,0.82960142151311,0.708164844006628,0.107384803524244,0.988968190708503,66,66,1,Left,Intact,IQ1,Ischemia,Intact
26.6973919461033,0.161945845137022,0.399764847693879,0.60648815131157,0.65914700366258,1.11562848434304,0.579720931627025,0.535907552716016,0.501084680706109,0.632269600482167,0.927779065394989,0.287737488361669,0.778773491659526,66,67,1,Left,Intact,IQ1,Ischemia,Intact
25.1920326656235,0.168708815811437,0.547223187148351,0.715415407315403,0.764902714636531,1.23590386965426,0.608843756629452,0.627060113024808,0.436589341809653,0.739745352907574,0.90406846305541,0.202849781186774,0.845822326091835,66,68,1,Left,Intact,IQ1,Ischemia,Intact
21.1182224619353,0.166890741418682,0.670856162557447,0.806909340976436,0.831389759034947,1.30698054508783,0.600968263284734,0.706012281803092,0.356437619483983,0.819058094738979,0.809285625290307,0.130013616580821,0.898281326187089,66,69,1,Left,Intact,IQ1,Ischemia,Intact
24.5386287705109,0.129802425250314,0.442325223083378,0.484395535744841,0.91314884313132,0.603363315413342,0.447492945338255,0.155870370075087,0.49423510002975,0.665075351432736,0.945554439788051,0.2685754301506,0.695985298512002,66,70,1,Left,Intact,IQ1,Ischemia,Intact
18.6852963236237,0.20912799549673,0.281641670488239,0.440192254466163,0.63981514356675,1.14610079288899,0.793281318491271,0.352819474397715,0.53714173769944,0.530699227894897,0.901304175334019,0.35506051888215,0.663469859500914,67,66,1,Left,Intact,IQ1,Ischemia,Intact
17.5501844681214,0.145627679861445,0.545190182205697,0.761737305588197,0.715719419550698,1.27535771058726,0.511349711696516,0.764007998890744,0.384095504930232,0.738369949419461,0.794414352183696,0.1789360813035,0.872775633016984,67,67,1,Left,Intact,IQ1,Ischemia,Intact
24.7678499784115,0.103362156637155,0.545878545147944,0.771052168883472,0.707965773494169,1.07491585267547,0.345832458675272,0.729083394000199,0.447864841394459,0.738835939263883,0.926220120348355,0.208687201917511,0.878095762934472,67,68,1,Left,Intact,IQ1,Ischemia,Intact
24.59533116062,0.0496447567896242,0.506508344992346,0.691043101231753,0.732962016536332,0.623558828328514,0.156714314392333,0.466844513936181,0.424508978823612,0.711693996737605,0.852728774416952,0.210399081026942,0.831290022333814,67,69,1,Left,Intact,IQ1,Ischemia,Intact
22.1431196752644,0.182325185270894,0.0935900170055678,0.119045405938271,0.786170757854335,0.715598430308505,0.66894020209476,0.0466582282137454,0.950590932953124,0.305924855161472,1.27636778788458,0.787702505487397,0.345029572556138,67,70,1,Left,Intact,IQ1,Ischemia,Intact
13.0035162532029,0.186032159722308,0.554632618532806,0.738192479364525,0.751338755185183,1.41018719618572,0.685649299088432,0.724537897097289,0.40572154133413,0.744736610173561,0.841800039465993,0.187682292268198,0.859181284342557,68,67,1,Left,Intact,IQ1,Ischemia,Intact
18.643765149693,0.134046397852567,0.460827456943803,0.58124011903151,0.792834909110638,0.808919614743692,0.464388845499872,0.34453076924382,0.491473843153484,0.678842733586951,0.952825716883426,0.260797906288514,0.762391053876886,68,68,1,Left,Intact,IQ1,Ischemia,Intact
21.6182994742582,0.164263347625287,0.114094783657446,0.19072164108544,0.598226729846214,0.700017953234392,0.589647518121428,0.110370435112964,0.794505541931543,0.337779193642009,1.10025721815314,0.641629703820743,0.436716888940008,68,69,1,Left,Intact,IQ1,Ischemia,Intact
33.143888548499,0.242655485667769,0.0732617279438358,0.282528859628267,0.259307059959216,1.26728874047699,0.961209123756804,0.306079616720186,0.649517699438773,0.270669037652695,0.831537707060264,0.558507695628028,0.531534438797964,72,64,1,Right,Experimental,IQ1,Ischemia,Injured
27.4115140739643,0.298002885137561,0.101729502091591,0.26776011661107,0.379927762876488,1.55766400426542,1.27352183717717,0.284142167088249,0.497250315261107,0.318950626416678,0.686082256276352,0.402834344753485,0.517455424757602,72,65,1,Right,Experimental,IQ1,Ischemia,Injured
28.3438652120752,0.229607895837639,0.115081662337744,0.449267732434295,0.256153856664021,1.46041809284235,0.894120907770554,0.566297185071791,0.469081046274224,0.339236882337024,0.656582407639594,0.375330365591539,0.670274371011077,73,64,1,Right,Experimental,IQ1,Ischemia,Injured
20.523371232109,0.273063108277411,0.397218942779146,0.709144339065241,0.560138353924873,2.17487401785583,1.12690569726216,1.04796832059367,0.24920980576686,0.630253078357532,0.460046855950382,0.143791280675099,0.842107082896968,73,65,1,Right,Experimental,IQ1,Ischemia,Injured
27.5569557249458,0.264953087005918,0.123628950445629,0.372018269544482,0.332319567522871,1.5120142060216,1.08137215049314,0.430642055528465,0.462841944875554,0.351609087546993,0.658541611006431,0.364992111810115,0.609933004144293,73,66,1,Right,Experimental,IQ1,Ischemia,Injured
22.1854934797544,0.305565295624439,0.246259562356145,0.52384539425836,0.470099699367959,2.01168680968629,1.32006059187036,0.691626217815937,0.332239807163587,0.496245465829306,0.536681777050054,0.230018822220354,0.72377164510525,73,67,1,Right,Experimental,IQ1,Ischemia,Injured
23.0405916574961,0.0841192016600529,0.121645302361522,0.4443574183442,0.273755534035657,0.721146268821276,0.275535424956569,0.445610843864708,0.646098499970897,0.348776866150153,0.869392271496041,0.534451614208325,0.666601393896082,74,63,1,Right,Experimental,IQ1,Ischemia,Injured
28.2244545286679,0.133843593293044,0.188988407396975,0.603246354530408,0.313285618682422,1.2225718684071,0.463577682702496,0.758994185704609,0.434690877715445,0.434727969421079,0.665197588473129,0.319437522336604,0.776689355231812,74,64,1,Right,Experimental,IQ1,Ischemia,Injured
23.8687277570546,0.216938212823975,0.27086969607165,0.583024008465593,0.464594411445468,1.54101228709747,0.8311153080512,0.709896979046271,0.324442230578397,0.520451434882881,0.537414980606675,0.217955855564259,0.763560088313679,74,65,1,Right,Experimental,IQ1,Ischemia,Injured
22.9858338738484,0.259646162198793,0.318193359081631,0.525574357492021,0.605420250333392,1.60325806713424,1.05211649730859,0.551141569825649,0.326756588645326,0.564086304639309,0.566305594217496,0.206982085859241,0.724965073291135,74,66,1,Right,Experimental,IQ1,Ischemia,Injured
24.3866694418812,0.222983165337526,0.373773664716156,0.623558220362708,0.599420635492131,1.56142727397199,0.860920209409825,0.700507064562169,0.341990106595604,0.611370317169681,0.619919215356265,0.203025552215273,0.789657027045734,74,67,1,Right,Experimental,IQ1,Ischemia,Injured
18.8181491139952,0.159226259124863,0.123606276762012,0.246528954992148,0.501386446739892,0.741085159230703,0.56814188425698,0.172943274973723,0.783194099304855,0.351576843324488,1.00783124578518,0.670875526064691,0.496516822466417,75,63,1,Right,Experimental,IQ1,Ischemia,Injured
28.534475701233,0.0084082823827463,0.121796595019349,0.53096471398639,0.229387361930176,0.582483569651653,0.0254387432852436,0.557044826366409,0.489402919028258,0.348993689082408,0.687662818306138,0.390272969389318,0.728673255984045,75,64,1,Right,Experimental,IQ1,Ischemia,Injured
21.9942083928703,0.0953262276065074,0.398978175595157,0.85402722781656,0.467172664524058,1.63493298537017,0.316112494411006,1.31882049095916,0.268526540023948,0.631647192343287,0.496924078185408,0.154327770943219,0.924135935788972,75,65,1,Right,Experimental,IQ1,Ischemia,Injured
24.5426755400498,0.291238423136733,0.128444343003153,0.318045841408193,0.403854810471496,1.57594249699786,1.23273509446853,0.343207402529337,0.47553612762225,0.358391326629361,0.68104372484727,0.37278232900974,0.563955531410228,75,66,1,Right,Experimental,IQ1,Ischemia,Injured
24.66426639753,0.242391934368757,0.245906810773022,0.575895359885968,0.426999118071924,1.71162639210851,0.959831126534254,0.751795265574258,0.37826054195925,0.495889917998967,0.614816038663811,0.25998279360697,0.758877697581084,75,67,1,Right,Experimental,IQ1,Ischemia,Injured
19.0440768938152,0.307367714996828,0.195078869483204,0.15676593380702,1.24439579917502,1.35410763608393,1.33130257563183,0.0228050604520941,0.445050176717675,0.441677336392988,0.687742560597385,0.32370398477782,0.395936780063459,75,68,1,Right,Experimental,IQ1,Ischemia,Injured
29.8559290799514,0.0085110907948288,0.043881439039497,0.339954234690381,0.129080430721691,0.344271025514654,0.0257524538574569,0.318518571657198,0.680247701496359,0.209478970399172,0.83596795719107,0.602387573649004,0.58305594473462,76,64,1,Right,Experimental,IQ1,Ischemia,Injured
